ObjectId,ResponseID,EndDate,Finished,Rate_your_satisfaction_with_thi,Satisfaction_Level,Program,Answered_Question__1_yes__0_no_,Percent_,Fiscal_Year,FY
946,R_3nTxtTLMV6MEa2B,2017/06/13 14:57:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
947,R_3nw3bbDEchhwShQ,2017/06/13 15:59:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
948,R_3nw3QH2Icopucjj,2017/06/13 14:19:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
949,R_3NWWizzgWgYuQwF,2017/06/15 01:44:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
950,R_3nxefW8EAT7rI0B,2018/06/26 17:05:00,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
951,R_3nxfhmLVky6f9tX,2016/08/30 16:34:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
952,R_3NyxohuQHXEv5YX,2017/06/14 07:47:00,1,1,Very Satisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
953,R_3Nzmf4ZonGyq4wm,2017/06/14 07:25:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
954,R_3NzmwtfSUS6D7AM,2017/06/18 16:51:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
955,R_3O09PlmyG0lEaMR,2017/06/15 09:48:00,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
956,R_3O1ZIkaFrNe08sp,2017/06/13 20:38:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
957,R_3O2iWOwc1r5YVdX,2017/06/14 16:41:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
958,R_3oAUqJIidq5ufKE,2017/06/13 12:46:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
959,R_3OcdSkArmH8n1JL,2017/07/01 15:07:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
960,R_3OczemrRRA61XG6,2017/06/15 20:00:59,1,3,Neutral,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
961,R_3OeSUfukbIrGG1M,2017/06/13 13:41:59,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
962,R_3oGVDrFHKW1sVzm,2016/08/31 09:10:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
963,R_3oKLyYf2b5aXmAO,2017/06/13 16:31:59,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
964,R_3OkTO41uJ5HV4r8,2017/06/13 19:24:00,1,1,Very Satisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
965,R_3oLx497QfAZ7ZnT,2017/06/13 11:34:00,1,3,Neutral,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
966,R_3Oo8wCEHqi768Xz,2017/06/22 14:03:59,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
967,R_3OoCbm5yAkCEAnu,2017/06/13 12:11:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
968,R_3OrdlxZCZjXu4e6,2018/06/29 10:01:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
969,R_3oSArzInz1FIlOM,2017/06/13 13:20:00,1,2,Satisfied,Adult Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
970,R_3oTueLPgmvOKQQU,2017/06/13 13:21:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
971,R_3oY2vYpZKTRc2hu,2018/06/26 10:02:59,1,1,Very Satisfied,Fitness Class,1,,2018/06/30 00:00:00,FY 2018
972,R_3P4t5vUzyBggCub,2018/06/26 19:56:00,1,5,Very Dissatisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
973,R_3p5t94Y1IQfPMUv,2017/06/14 04:47:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
974,R_3p5UeOmiBXHHedJ,2018/05/30 13:27:00,1,4,Dissatisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
975,R_3p6eOy7C4cD6UhX,2017/06/16 13:37:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
976,R_3P6Sc6mScgBvRJF,2018/06/26 09:55:00,1,3,Neutral,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
977,R_3P822difUMdMt5r,2017/06/14 13:21:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
978,R_3PAir5wPjgPSaMm,2016/08/30 21:30:59,1,28,Fair,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
979,R_3PBpxwM7WWdE5qE,2018/06/27 10:04:00,1,5,Very Dissatisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
980,R_3pbQsXELXYV0gPn,2017/06/13 14:35:00,1,2,Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
981,R_3PGANvMz2qVjOY1,2017/06/13 11:52:59,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
982,R_3PGKeFSDWZI7jsK,2017/06/14 00:14:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
983,R_3JrRKeaSw8xBTSx,2017/06/13 21:35:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
984,R_3dGhDjtxrG0M47i,2018/06/26 08:29:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
985,R_3JsVjFuRsyl695l,2017/06/13 11:44:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
986,R_30o6U9xsh8NhhmB,2018/06/26 15:51:00,1,1,Very Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
987,R_3fN0Dzh60QQq6Lz,2017/06/18 21:29:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
988,R_3Di0aanVDIkVsjy,2017/06/13 14:29:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
989,R_3Jt0yhxTIR3MIzS,2017/06/13 14:42:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
990,R_30oQ1sm9gK8WMnC,2017/06/13 18:36:59,1,4,Dissatisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
991,R_3MPEg7beQUyWmbq,2017/06/13 18:53:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
992,R_3DiQsFIiICXyYna,2016/08/31 08:03:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
993,R_2y79DjwUH0MBwdu,2018/06/26 08:23:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
994,R_3DjcxsjxZYmwGTJ,2017/06/24 08:47:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
995,R_3dK6vIwUDbIs7sv,2017/06/14 02:54:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
996,R_2y7ahZX3dyHUfU7,2017/06/16 12:35:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
997,R_3dKtOzuB9Ag3T2d,2018/06/26 20:57:00,1,1,Very Satisfied,Martial Arts,1,,2018/06/30 00:00:00,FY 2018
998,R_3jVrTXAdkQ4zsUV,2018/06/26 23:35:00,1,4,Dissatisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
999,R_3MPYCgRSNDvdznk,2018/06/26 15:14:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1000,R_3fN1tfCLia4cxT3,2017/07/02 08:41:00,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1001,R_2y7AIhfnOMdxy3V,2017/06/13 11:45:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1002,R_30oTkLzuwN1brUY,2018/06/26 11:48:59,1,1,Very Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
1003,R_3dLMBcBtvVZjqjH,2018/06/26 15:27:59,1,1,Very Satisfied,Martial Arts,1,,2018/06/30 00:00:00,FY 2018
1004,R_3MSBCu26rbE7LLP,2017/06/13 15:00:00,1,3,Neutral,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
1005,R_3jVt102ag1pbxn4,2017/06/13 14:50:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1006,R_3fNtbqJC7PW9Jcg,2017/06/13 21:52:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1007,R_2y94TN1AkXvtWOQ,2017/06/13 12:30:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1008,R_3DoMebwyEzpUwUS,2017/06/14 08:19:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1009,R_30tJt00BK9QpYJl,2016/08/31 09:11:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1010,R_3MT1MEMVoG5IDYo,2017/06/13 13:53:00,1,1,Very Satisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
1011,R_3JxEqweJiJvh70c,2017/06/13 18:53:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1012,R_3fpDtupgghOQnmq,2018/06/29 08:26:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1013,R_2Yb8VhZlv8VVdd2,2017/06/13 12:01:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1014,R_3dPQJdiCLDvpfyC,2016/08/30 18:33:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1015,R_31aTgHzn7IVzHx6,2017/06/13 13:06:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1016,R_3MtgVkxkJN8up2e,2017/06/14 06:56:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1017,R_3Jy0c9rBt77UwkO,2017/06/13 13:25:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1018,R_3fPFwsYDyfLfOa3,2017/06/13 15:16:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1019,R_2YbocPJ137PDwri,2017/06/13 11:25:00,1,4,Dissatisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1020,R_3DpzUAtTqNCEQmn,2017/06/15 02:39:00,1,4,Dissatisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1021,R_31cNNPqa5z0xqQx,2017/06/15 09:26:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1022,R_3Mu0e6fHepg1Clo,2017/06/21 08:07:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1023,R_3Jz39JwKXynEKQX,2018/06/26 11:29:59,1,3,Neutral,Education Program,1,,2018/06/30 00:00:00,FY 2018
1024,R_3FQFzLmOE6Uxedk,2017/06/21 13:49:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1025,R_2YDOZ2dMLaUYWxb,2017/06/13 21:24:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1026,R_3Du9AU0BzDpS3qL,2017/06/14 07:54:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1027,R_31cQmdwliPoFrSR,2017/06/14 04:49:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1028,R_3Myak120P9PLRb2,2017/06/13 11:45:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1029,R_3Jzahzj1hkj95XE,2017/06/13 12:06:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1030,R_3fSLbx9Mqk4fGyr,2017/06/13 16:20:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1031,R_2yguh1QBBMYODxI,2017/06/13 15:36:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1032,R_3e4wOXa5UfRj9ix,2017/06/16 15:17:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1033,R_31KIOYRT7NnIaLK,2017/06/14 05:23:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1034,R_3MyQzyIJnKEZc2Z,2017/06/18 06:36:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1035,R_3jZGxo4hKOnoYzL,2017/06/14 08:48:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1036,R_3k0WfJ953iTi4wv,2017/06/13 17:32:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1037,R_3k64qF02GM1fl9k,2018/06/26 10:44:59,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1038,R_3kA2XqDmnrNPQJ7,2017/06/13 15:43:59,1,3,Neutral,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1039,R_3kb4buNlK0U7BPd,2017/06/13 11:13:59,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1040,R_3KBc9yXISQ5ZDdp,2018/06/28 21:40:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1041,R_3kBx0V7gGLRzGEb,2017/06/16 04:59:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1042,R_3kdC2GGyMwJ0Gn7,2017/06/13 20:21:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
1043,R_3ke3awGEJdaNmTY,2017/06/13 12:35:00,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
1044,R_3KIMPQjWco83XUB,2018/06/26 08:13:59,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1045,R_3kjgbfvb0ziqxyI,2017/06/13 18:13:00,1,4,Dissatisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1046,R_3kk5kCSSrQ7YahX,2017/06/13 12:20:00,1,1,Very Satisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
1047,R_3kMlWapW32A3cX0,2017/06/13 11:48:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1048,R_3kNYDTTueeb5HW9,2017/06/14 06:58:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1049,R_3KO1CA1kB5nuhUl,2017/06/13 17:06:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1050,R_3KO2c1Az22EeI5W,2016/08/31 16:44:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1051,R_3koGUcrNS9BPiE5,2017/06/16 12:45:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1052,R_3kOrsfvalQ2jEzr,2016/08/31 09:19:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1053,R_3KOXmAf0QSd320X,2018/06/27 07:09:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1054,R_3KR1F1pH1DS2ThD,2017/06/13 12:51:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1055,R_3KSMdGGjuRr0fzP,2017/06/15 10:18:59,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1056,R_3ksMjswqJP2NfSE,2017/06/13 11:39:59,1,5,Very Dissatisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1057,R_3kttHoioSf3FjKX,2018/06/26 12:36:59,1,4,Dissatisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1058,R_3KUvlwk2qnwx5MN,2017/06/13 11:55:59,1,3,Neutral,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1059,R_3KuzBT4yxh9hVDM,2017/06/16 07:24:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1060,R_3KVeSnJgZEGCFy5,2017/06/13 15:59:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1061,R_3kvTGWYtIzWSgCq,2018/06/26 08:09:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1062,R_3kvwes1BOmczlGB,2016/09/01 15:37:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1063,R_3Kx20bJepiCD43U,2017/06/13 12:43:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1064,R_3KxYLirf6Achlp0,2017/06/15 08:51:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1065,R_3KYDt7oPQgylV4c,2016/08/30 16:54:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1066,R_3KZ0Y6AJorsC6Qt,2017/06/22 06:01:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1067,R_3KZpw9CMFxKF4AK,2017/06/13 11:28:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1068,R_3L0ezgLkNEjVH00,2018/06/26 19:54:00,1,5,Very Dissatisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1069,R_3L1DxohtVxENOPl,2017/06/17 12:37:59,1,1,Very Satisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
1070,R_3L6nG29iiQNwQue,2017/06/16 12:49:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1071,R_3LdIDNgCNyyGqy9,2016/08/30 20:06:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1072,R_3lDNCcUvtworhaP,2018/06/29 20:32:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1073,R_3lGEKP1rdYzcOmv,2017/06/13 16:36:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1074,R_3Lj6sgc1NXzf0J3,2018/06/27 14:32:59,1,3,Neutral,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1075,R_3fu4COG8ljeKM5r,2018/06/26 09:59:59,1,2,Satisfied,Adaptive Youth,1,,2018/06/30 00:00:00,FY 2018
1076,R_2YGuKM1w3BkRwF4,2016/09/01 14:06:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1077,R_3e5dw3FhUU36KEO,2016/08/31 13:30:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1078,R_31KvJ1YRtLZEMsW,2016/09/01 10:36:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1079,R_3MzEf5qHrsP6OMj,2017/06/13 11:32:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1080,R_3fUllyh34oEkbn4,2017/06/16 11:28:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1081,R_2YilaE9ELeglbhc,2017/06/14 04:17:00,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1082,R_3EbQeddUpAIYGu1,2017/06/16 20:10:00,1,1,Very Satisfied,Adaptive Youth,1,,2017/06/30 00:00:00,FY 2017
1083,R_3ee05XmZX0ql5N0,2018/06/26 15:06:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1084,R_3ee3fiMBWlX2EUI,2017/06/13 17:06:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1085,R_3eelrb31h3Um1fT,2018/05/30 16:34:00,1,4,Dissatisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1086,R_3EGMDHuwkJYn5ZX,2017/06/13 12:32:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1087,R_3EGYqQY5JV3ooEH,2017/06/14 05:39:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1088,R_3EhU7neSKbhxtdT,2017/06/13 16:15:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1089,R_3ekN2VzB9R7r38I,2017/06/14 18:43:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1090,R_3eksSzJfyE0QzIa,2017/06/13 12:00:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1091,R_3ELN8t0VsCCWo4e,2016/08/31 07:21:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1092,R_3EM64yLFUNC1kWL,2017/06/14 06:53:59,1,3,Neutral,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1093,R_3EmT4btdhG2lnAC,2017/06/14 13:17:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1094,R_3EnEWsVtwgHujHr,2017/06/13 11:26:00,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1095,R_3eqX9vCETQvHOYr,2018/06/26 08:13:59,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1096,R_3Ev9hmagFQGicKU,2017/06/16 05:51:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1097,R_3EW6t9fYIK5ZWOI,2018/06/26 09:14:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1098,R_3ew8lZ0THp8hCuS,2017/06/13 11:51:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1099,R_3EWIIRcN9Bx7m4k,2017/06/14 05:48:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1100,R_3ex0kByuyppEWcl,2017/06/13 14:28:00,1,5,Very Dissatisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1101,R_3EX7IbEFSEWFB24,2017/06/13 13:44:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1102,R_3EX9r4kXqsPp8V2,2018/06/26 09:03:00,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1103,R_3EXOqjEmWWLdDbB,2018/06/26 13:44:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1104,R_3EYmVJQJ3SEZhMl,2017/06/13 14:02:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1105,R_3F2OhhDfkfYBUEV,2016/08/30 16:37:00,1,28,Fair,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1106,R_3fUZtNZ2TOwF1xW,2017/06/13 11:19:00,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1107,R_3fVGKQYM2Tf7g9X,2017/06/13 17:35:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1108,R_3fvr1Z2c1whNVRZ,2017/06/18 21:56:00,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1109,R_3fWbEB7okVRNzF8,2017/06/13 14:54:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1110,R_3FWLjlqLGDK9VOU,2017/06/16 20:16:59,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1111,R_3FWpHe41Tov4eiz,2017/06/13 14:18:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1112,R_3fxCdhMl6HMWKUP,2018/06/26 09:27:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1113,R_3fZs82yDbgPNQCS,2017/06/13 13:09:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1114,R_2yjTprKNq4XYpwO,2017/06/13 13:56:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
1115,R_3g0pFhet2UonIyI,2017/06/13 13:22:59,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
1116,R_2YKczUKQCciReT7,2016/08/30 18:24:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1117,R_3g4MoprjyNUbFJB,2018/06/26 17:13:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1118,R_2YPQov9o9oWRHas,2017/06/14 22:22:59,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1119,R_3n1KFB8Xa10g5zj,2018/07/04 09:40:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1120,R_3g7npshihzQgSgB,2017/06/13 11:29:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1121,R_2YQYyiouY7SIg7o,2017/06/14 19:54:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1122,R_3n1q5LFGnjMshQN,2017/06/13 13:54:00,1,4,Dissatisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1123,R_31LOadDCdN4pnxU,2017/06/14 07:02:59,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1124,R_3G84jtdN7SFpvu9,2016/08/30 18:17:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1125,R_2Yr21FRsWjivx43,2018/06/26 09:52:00,1,2,Satisfied,Adult Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1126,R_3n6F4bxBm84iRZP,2018/07/09 08:23:59,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1127,R_31ox0M930Q8NT04,2017/06/13 11:39:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1128,R_3g8cTyr7W4VbVsg,2017/06/13 11:55:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1129,R_3G8PwiFnszR0zj8,2017/06/13 14:06:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1130,R_3GALpDXw87uafVu,2017/06/19 21:56:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1131,R_3GCFwCiB6Gk0w11,2017/06/13 12:04:59,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1132,R_3GkroIXjsBlg67Z,2018/06/26 09:01:59,1,3,Neutral,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1133,R_3Gldy7YgYHWKdVD,2017/06/13 14:29:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
